GROUP;CODE;NAME;YEAR;ANTIGEN;ANTIGEN_DESCRIPTION;COVERAGE_CATEGORY;COVERAGE_CATEGORY_DESCRIPTION;TARGET_NUMBER;DOSES;COVERAGE
COUNTRIES;YEM;Yemen;2018;MCV1;Measles-containing vaccine, 1st dose;ADMIN;Administrative coverage;1013963;731064;72,1
COUNTRIES;ZMB;Zambia;2018;MCV1;Measles-containing vaccine, 1st dose;ADMIN;Administrative coverage;675509;634999;94
COUNTRIES;ZWE;Zimbabwe;2018;MCV1;Measles-containing vaccine, 1st dose;ADMIN;Administrative coverage;454978;389528;85,61
COUNTRIES;AFG;Afghanistan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;82
COUNTRIES;ALB;Albania;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;94,1
COUNTRIES;DZA;Algeria;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;80
COUNTRIES;AND;Andorra;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99,22
COUNTRIES;AGO;Angola;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;79
COUNTRIES;AIA;Anguilla;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;81
COUNTRIES;ATG;Antigua and Barbuda;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;ARG;Argentina;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;94
COUNTRIES;ARM;Armenia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95
COUNTRIES;ABW;Aruba;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97
COUNTRIES;AUS;Australia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;
COUNTRIES;AUT;Austria;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93,5
COUNTRIES;AZE;Azerbaijan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;BHS;Bahamas;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;89
COUNTRIES;BHR;Bahrain;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;BGD;Bangladesh;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92
COUNTRIES;BRB;Barbados;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;85
COUNTRIES;BLR;Belarus;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98,3
COUNTRIES;BEL;Belgium;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95,7
COUNTRIES;BLZ;Belize;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97
COUNTRIES;BEN;Benin;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;74
COUNTRIES;BMU;Bermuda;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;87
COUNTRIES;BTN;Bhutan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97
COUNTRIES;BOL;Bolivia (Plurinational State of);2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;89
COUNTRIES;BIH;Bosnia and Herzegovina;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;68,4
COUNTRIES;BWA;Botswana;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93
COUNTRIES;BRA;Brazil;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92
COUNTRIES;VGB;British Virgin Islands;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;94
COUNTRIES;BRN;Brunei Darussalam;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99
COUNTRIES;BGR;Bulgaria;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92,9
COUNTRIES;BFA;Burkina Faso;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;88
COUNTRIES;BDI;Burundi;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;88
COUNTRIES;CPV;Cabo Verde;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99,34
COUNTRIES;KHM;Cambodia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;
COUNTRIES;CMR;Cameroon;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;61
COUNTRIES;CAN;Canada;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;90,2
COUNTRIES;CYM;Cayman Islands;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;90
COUNTRIES;CAF;Central African Republic;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;72
COUNTRIES;TCD;Chad;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;70
COUNTRIES;CHL;Chile;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93
COUNTRIES;CHN;China;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;
COUNTRIES;HKG;China, Hong Kong SAR;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95
COUNTRIES;MAC;China, Macao SAR;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;94,9
COUNTRIES;COL;Colombia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95
COUNTRIES;COM;Comoros;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;90
COUNTRIES;COG;Congo;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;83
COUNTRIES;COK;Cook Islands;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;CRI;Costa Rica;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;94
COUNTRIES;CIV;Côte d'Ivoire;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92
COUNTRIES;HRV;Croatia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93,2
COUNTRIES;CUB;Cuba;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;CUW;Curaçao;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;89
COUNTRIES;CYP;Cyprus;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;90,2
COUNTRIES;CZE;Czechia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96,41
COUNTRIES;PRK;Democratic People's Republic of Korea;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98,2
COUNTRIES;COD;Democratic Republic of the Congo;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;64
COUNTRIES;DNK;Denmark;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95,2
COUNTRIES;DJI;Djibouti;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;85,79
COUNTRIES;DMA;Dominica;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;84
COUNTRIES;DOM;Dominican Republic;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95
COUNTRIES;ECU;Ecuador;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;83
COUNTRIES;EGY;Egypt;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;94,4
COUNTRIES;SLV;El Salvador;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;81
COUNTRIES;GNQ;Equatorial Guinea;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;39
COUNTRIES;ERI;Eritrea;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93
COUNTRIES;EST;Estonia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;86,9
COUNTRIES;SWZ;Eswatini;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;82
COUNTRIES;ETH;Ethiopia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;88
COUNTRIES;FJI;Fiji;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;81
COUNTRIES;FIN;Finland;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96,2
COUNTRIES;FRA;France;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;89,6
COUNTRIES;PYF;French Polynesia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97
COUNTRIES;GAB;Gabon;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;59
COUNTRIES;GMB;Gambia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;91
COUNTRIES;GEO;Georgia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98
COUNTRIES;DEU;Germany;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97,1
COUNTRIES;GHA;Ghana;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92
COUNTRIES;GRC;Greece;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97,3
COUNTRIES;GRD;Grenada;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;84
COUNTRIES;GUM;Guam;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;82,5
COUNTRIES;GTM;Guatemala;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;89
COUNTRIES;GIN;Guinea;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;75
COUNTRIES;GNB;Guinea-Bissau;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;79
COUNTRIES;GUY;Guyana;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98
COUNTRIES;HTI;Haiti;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;87,98
COUNTRIES;HND;Honduras;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;91
COUNTRIES;HUN;Hungary;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;
COUNTRIES;ISL;Iceland;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93
COUNTRIES;IND;India;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;IDN;Indonesia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;84,65
COUNTRIES;IRN;Iran (Islamic Republic of);2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99
COUNTRIES;IRQ;Iraq;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;85
COUNTRIES;IRL;Ireland;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92,34
COUNTRIES;ISR;Israel;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98,4
COUNTRIES;ITA;Italy;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;
COUNTRIES;JAM;Jamaica;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;89
COUNTRIES;JPN;Japan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97,18
COUNTRIES;JOR;Jordan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92
COUNTRIES;KAZ;Kazakhstan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99
COUNTRIES;KEN;Kenya;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;79
COUNTRIES;KIR;Kiribati;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;84
COUNTRIES;KWT;Kuwait;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98
COUNTRIES;KGZ;Kyrgyzstan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96,2
COUNTRIES;LAO;Lao People's Democratic Republic;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92
COUNTRIES;LVA;Latvia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98
COUNTRIES;LBN;Lebanon;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92
COUNTRIES;LSO;Lesotho;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;61
COUNTRIES;LBR;Liberia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;91
COUNTRIES;LBY;Libya;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97
COUNTRIES;LTU;Lithuania;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92,2
COUNTRIES;LUX;Luxembourg;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98,7
COUNTRIES;MDG;Madagascar;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;85
COUNTRIES;MWI;Malawi;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;87
COUNTRIES;MYS;Malaysia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;
COUNTRIES;MDV;Maldives;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99,7
COUNTRIES;MLI;Mali;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;72
COUNTRIES;MLT;Malta;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;MHL;Marshall Islands;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;83
COUNTRIES;MRT;Mauritania;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;85,93
COUNTRIES;MUS;Mauritius;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99
COUNTRIES;MEX;Mexico;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97
COUNTRIES;FSM;Micronesia (Federated States of);2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;73
COUNTRIES;MCO;Monaco;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;88
COUNTRIES;MNG;Mongolia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98,7
COUNTRIES;MNE;Montenegro;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;42,1
COUNTRIES;MSR;Montserrat;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;MAR;Morocco;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;MOZ;Mozambique;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95
COUNTRIES;MMR;Myanmar;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93
COUNTRIES;NAM;Namibia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;86
COUNTRIES;NRU;Nauru;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;NPL;Nepal;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;91
COUNTRIES;NLD;Netherlands (Kingdom of the);2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92,9
COUNTRIES;NCL;New Caledonia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97,4
COUNTRIES;NZL;New Zealand;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;91,86
COUNTRIES;NIC;Nicaragua;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;113
COUNTRIES;NER;Niger;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;77
COUNTRIES;NGA;Nigeria;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;62,6
COUNTRIES;NIU;Niue;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;MKD;North Macedonia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;74,8
COUNTRIES;MNP;Northern Mariana Islands;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;73
COUNTRIES;NOR;Norway;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;PSE;occupied Palestinian territory, including east Jerusalem;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;OMN;Oman;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;PAK;Pakistan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;66
COUNTRIES;PLW;Palau;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;90
COUNTRIES;PAN;Panama;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;105
COUNTRIES;PNG;Papua New Guinea;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;42
COUNTRIES;PRY;Paraguay;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;81
COUNTRIES;PER;Peru;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97,54
COUNTRIES;PHL;Philippines;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;67
COUNTRIES;POL;Poland;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92,9
COUNTRIES;PRT;Portugal;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98,8
COUNTRIES;QAT;Qatar;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99
COUNTRIES;KOR;Republic of Korea;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97,8
COUNTRIES;MDA;Republic of Moldova;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93
COUNTRIES;ROU;Romania;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;89,6
COUNTRIES;RUS;Russian Federation;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97,56
COUNTRIES;RWA;Rwanda;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99
COUNTRIES;KNA;Saint Kitts and Nevis;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;LCA;Saint Lucia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;86
COUNTRIES;VCT;Saint Vincent and the Grenadines;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;101
COUNTRIES;WSM;Samoa;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;40
COUNTRIES;SMR;San Marino;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;89
COUNTRIES;STP;Sao Tome and Principe;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95
COUNTRIES;SAU;Saudi Arabia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98
COUNTRIES;SEN;Senegal;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;82
COUNTRIES;SRB;Serbia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92,5
COUNTRIES;SYC;Seychelles;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;SLE;Sierra Leone;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;90
COUNTRIES;SGP;Singapore;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95
COUNTRIES;SXM;Sint Maarten (Dutch part);2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;90
COUNTRIES;SVK;Slovakia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96,1
COUNTRIES;SVN;Slovenia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93,1
COUNTRIES;SLB;Solomon Islands;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;93
COUNTRIES;SOM;Somalia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;53
COUNTRIES;ZAF;South Africa;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;80,65
COUNTRIES;SSD;South Sudan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;48,7
COUNTRIES;ESP;Spain;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97,88
COUNTRIES;LKA;Sri Lanka;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99
COUNTRIES;SDN;Sudan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;87,9
COUNTRIES;SUR;Suriname;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98
COUNTRIES;SWE;Sweden;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97
COUNTRIES;CHE;Switzerland;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;95
COUNTRIES;SYR;Syrian Arab Republic;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;80
COUNTRIES;TJK;Tajikistan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97,8
COUNTRIES;THA;Thailand;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96,09
COUNTRIES;TLS;Timor-Leste;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;77,3
COUNTRIES;TGO;Togo;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;85
COUNTRIES;TKL;Tokelau;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;
COUNTRIES;TON;Tonga;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99
COUNTRIES;TTO;Trinidad and Tobago;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;90
COUNTRIES;TUN;Tunisia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;TUR;Türkiye;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;TKM;Turkmenistan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;98,6
COUNTRIES;TCA;Turks and Caicos Islands;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92
COUNTRIES;TUV;Tuvalu;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;88,2
COUNTRIES;UGA;Uganda;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;80
COUNTRIES;UKR;Ukraine;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;91
COUNTRIES;ARE;United Arab Emirates;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;100
COUNTRIES;GBR;United Kingdom of Great Britain and Northern Ireland;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;92
COUNTRIES;TZA;United Republic of Tanzania;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;99
COUNTRIES;USA;United States of America;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;91,5
COUNTRIES;URY;Uruguay;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;97
COUNTRIES;UZB;Uzbekistan;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;96
COUNTRIES;VUT;Vanuatu;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;75
COUNTRIES;VEN;Venezuela (Bolivarian Republic of);2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;74
COUNTRIES;VNM;Viet Nam;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;
COUNTRIES;WLF;Wallis and Futuna;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;
COUNTRIES;YEM;Yemen;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;72
COUNTRIES;ZMB;Zambia;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;94
COUNTRIES;ZWE;Zimbabwe;2018;MCV1;Measles-containing vaccine, 1st dose;OFFICIAL;Official coverage;;;88
COUNTRIES;AFG;Afghanistan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;66
COUNTRIES;ALB;Albania;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;94
COUNTRIES;DZA;Algeria;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;80
COUNTRIES;AND;Andorra;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;99
COUNTRIES;AGO;Angola;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;50
COUNTRIES;ATG;Antigua and Barbuda;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;ARG;Argentina;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;94
